#MenusAndUI

sytx901	&New Game
cosg0201	Tim: I always like Glottis because he's just so pure in his-- I mean, he's by definition pure in that he's just the spirit of driving, kind of. Someone from the land itself. He has no-- Given nothing but a desire to drive and go fast, and all his motivations are about like, um, moving at high speed. He almost dies because he's going too slow at some point and he has to go fast again to come back to life. But he also obviously cares about friendship and Manny, and he's a very loyal character.
cotr0101	Clint: I remember in this room--as in several others, Julian--we used a sound ambience that we recorded using a contact microphone on various machines, like Coke machines, other vibrating devices or machine-like devices that produces a kind of interesting hum. If you put your ear up against a Coke machine, or-- I was just on the Golden Gate Bridge last week and I stuck my ear up against one of those three hundred, two hundred foot pylons and it's amazing the resonances that are going on in those type of resonant bodies. And we would record things like that and turn them into ambiences for some of the rooms.
cotr0201	Tim: Some of the things that we came up with for this game, like the, um... petrified forest. Petrified forest was right out of a Bogart movie, right? That comes from the name of a Bogart movie.
cotr0202	Peter M: And he's actually a gangster.
cotr0203	Tim: He's a bad guy in it, yeah. But, um, having these little things pumping-- I don't even know where this, like, came up with... I feel like in games now we try to make things kind of make sense. Like, oh, you go to a gas station, something you know that exists. But here it's a weird hydraulic pump factory with a counterweight on top of it for sucking something out of the marrow out of these trees.
cotr0204	Peter M: Oh, right.
cotr0205	Tim: But it was all worth it 'cause it was satisfying to see Glottis spin around on the top of it.
cotr0206	Peter M: I like the environmental message myself.
#year2commentary	
cocb0101	Lleslle: And just the amount of research that went into all of this, 'cause I just remember Tim going to every film noir movie, ever. And we would just-- All the time, there would be something to do. And he's like, "Wanna go to the movies?" And it was just, I mean you can see it. The dark shadows, and then the music. I mean, everything is just so film noir and really pulls you in.
cocb0102	Darragh: Yeah, and I remember us all going to see "Casablanca." I think it was in The Castro Theatre. It was one of those old San Francisco theaters. I forget which one it was, but it was, a whole gang of us went.
cocb0103	Lleslle: Yeah, remember-- Did you guys go to the, um, Golden Gate Fields for the horse races?
cocb0104	Darragh: I didn't do that.
cocb0105	Clint: I wish.
cocb0106	Lleslle: That was part of it, 'cause I think there were some scenes around that. And that was just fun, I mean, just the research trips.
cocb0107	Darragh: Yeah.
cocb0108	Lleslle: Those were fun.
cotw0101	Tim: You hear the cats racing? We were always so sad that we never showed the cat races, but that was for budget reasons, obviously. We didn't want to cut the actual cats. But I wanted to have giant cats running on a track... Like that!
cotw0102	Peter M: And the idea of cats racing, being herdable enough to race is pretty... Why cats?
cotw0103	Tim: Um, why cats? There was a... God, I don't remember. Why cats? That's a good idea.
cotw0104	Peter M: I mean, I just remember making the music, going [cat yowling noises] at some point, 'cause you're near the kitty litter.
cotw0105	Tim: Mm hm, mm hm.
cotb0101	Bret: You know, there are all these background scripts that do things as you enter a room. It's like it's, you know, "Start all these scripts when you enter the room. Do all these backgrounds actions." Then we leave the room, supposed to stop all those scripts. And it was all left to chance--left to programmer error. And, uh, there was one. We were talking about this earlier. There's a script that runs the cat races, and it runs the announcer for the cat races. And it actually, true to Tim's attention to detail he wanted it to actually simulate cat races, and--
cotb0102	Kevin: There are actual cat races going on.
cotb0103	Bret: There are cats that are being raced and they, the same name will show up and you'll hear this cat getting ahead of the other one. I think Chris Purvis did that.
cotb0104	Kevin: Yeah, and the odds are real. The winnings are real. Just...
cotb0105	Bret: Manny's wallet fills up during the course of the game... No, the cat races are running and so in the background the announcer is running, and it's the simulation of these cat races being run. And, um, yeah they never killed that script. So you play the rest of the game from that cat scene and the cat race simulator script is always running.
cotb0106	Kevin: Yes, from the moment the cat races start to the end credits of the game.
cotb0107	Bret: To the end of time.
cotb0108	Kevin: The cat race simulation is going on in the background.
cotb0109	Bret: There are still kitties racing today.
cotb0110	Kevin: Yes.
cobk0101	Dave: In the final version of the game, are the backgrounds actually just pre-rendered flats?
cobk0102	Peter T: Yes, they are.
cobk0103	Dave: See, that's amazing to me 'cause we live in a world of 3-D now. We're used to floating the camera around inside of these things. But, you know, once you chose your camera angle to pre-render something, that was it. There you go.
cobk0104	Peter T: No, it's Manny walking around in a blank 3-D room with z-depth data to clip him in front of the stuff that he needs to clip in front of.
cobb0101	Tim: I'm a strong believer in things that should be-- When you're making stuff, it should be something that could only have been made by you, or in that group of people and at the time you made it, in the place you made it.
cobb0102	Peter M: Yes.
cobb0103	Tim: You know? I think "Grim" is definitely that case. Like, only-- That's one of the great things about "Grim." I think it's a collection of amazing artists, like you, and the visual artists, and the programmers, and the actors. And everything that came together for that game was just such a-- Was almost overwhelming distraction of amazing artists coming together. Like, "Oh my God, look at that background! Oh my God, listen to this music! Oh my God, listen to that voice!" So I think it makes that game really special. But it also has a lot of personal details that are just kind of woven into it that makes it. So like even if we were making this game from scratch, with the same intentions today, it would just be completely different.
cobp0101	Tim: I don't know why there's so much, uh, union jokery in games that I've worked on. But I've always found it, um, maybe because it was a big part of, like, movies of that era, like "On the Waterfront." You know, and not so much unions but mobster corrupt unions.
cobp0102	Peter M: Right.
cobp0103	Tim: There's always a big part of that, you know, going on. And then also, like, worker/anti-worker Communist themes going on. Like, it was all tied together. And I don't know if that all sprung out of "On the Waterfront", or...
cobp0104	Peter M: Well, "On the Waterfront" though was kind of, um... I mean, it was... sort of championing the... whatever, the plight of the working man, but it also was talking about the dark side of the union thing, for sure.
cobp0105	Tim: But it was a corrupt union, it was--
cobp0106	Peter M: Yeah, it was.
cobp0107	Tim: It was a mob-run deal.
cobp0108	Peter M: That's true.
cocc0101	Lleslle: So Tim created a character which I very much appreciate. I love her. Her name is Lupe, and she happens to be a little bit based on me and my idiosyncrasies. And so when he--I remember one time we were hanging out, and he told me, he's like, "See, how can you tell me that I don't understand our relationship? Like, I can write about it." And I was like, "What are you talking about?" And he said, "See, she's super organized, nobody listens to her, but she has a lot of really important things to say. And, see, we need her! And that's what you've realized."
